ip (hidden),isHoneypot_new,IsCloud_old,IpwhoisNetsDescription,ISP_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OS_conclusion,OpenPortNum,hopNum,atgSUPER,atgUNLEAD,atgDIESEL,atgPREMIUM,atgTwoTimesCompare,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,atgProduct1FirstTimeVolumeTC,atgProduct1SecondTimeVolumeTC,atgProduct1FirstTimeULLAGE,atgProduct1SecondTimeULLAGE,atgProduct2FirstTimeVolumeTC,atgProduct2SecondTimeVolumeTC,atgProduct2FirstTimeULLAGE,atgProduct2SecondTimeULLAGE,atgProduct3FirstTimeVolumeTC,atgProduct3SecondTimeVolumeTC,atgProduct3FirstTimeULLAGE,atgProduct3SecondTimeULLAGE,atgProduct4FirstTimeVolumeTC,atgProduct4SecondTimeVolumeTC,atgProduct4FirstTimeULLAGE,atgProduct4SecondTimeULLAGE,city,country,latitude,longitude,vulns_Shodan
568,unknown,FALSE,CERFnet,ambiguous,,,,,unknown,0,30,0,0,0,1,TRUE,,,,,16177,15754,5611,6034,4015,3248,3775,4542,12417,6767,17796,23446,13945,5601,16268,24612,San Diego,United States,32.7448,-117.1702,
569,ICS,FALSE,"Cybera, Inc.",ambiguous,AVtech Room Alert 26W environmental monitor,93,,,ICS,1,26,0,0,1,1,TRUE,cybera.net,host-64-202-132-222.cybera.net,"Cybera, Inc.","Cybera, Inc.",6828,4682,2819,4965,6789,5702,2840,3927,7098,5962,2618,3754,3529,2883,5919,6565,Covington,United States,33.5968,-83.8602,
570,ambiguous,FALSE,"Cybera, Inc.",ambiguous,,,,ics,unknown,1,30,0,0,1,1,TRUE,cybera.net,64-202-133-65.isp.cvr1.at1.cybera.net,"Cybera, Inc.","Cybera, Inc.",2608,2436,7208,7380,3244,2904,6572,6912,4733,3677,6948,8004,2957,2811,6859,7005,Covington,United States,33.5968,-83.8602,
571,ICS,FALSE,"Cybera, Inc.",ambiguous,Papouch TME Ethernet thermometer,94,,ics,ICS,1,20,0,0,1,1,TRUE,cybera.net,host-64-202-137-80.cybera.net,"Cybera, Inc.","Cybera, Inc.",4616,2996,5068,6688,3931,2137,5753,7547,3987,2190,5697,7494,2402,2121,7282,7563,Poteau,United States,35.0262,-94.5225,
572,ICS,FALSE,Windstream Communications LLC,telecom,AVtech Room Alert 26W environmental monitor,98,,,ICS,2,28,0,1,1,1,TRUE,,,,,11366,10794,9105,9677,901,824,4191,4268,972,904,4120,4188,UNLEAD2,UNLEAD2,172,172,Clarksville,United States,36.5597,-87.4097,
573,unknown,FALSE,Charter Communications Inc,telecom,Linux 2.6.9 (CentOS 4.4),98,,vpn,Linux,1,29,0,0,0,1,TRUE,rr.com,rrcs-69-75-35-18.west.biz.rr.com,Charter Communications Inc,JE CLARK II CORP,10407,5791,4629,9245,4248,2635,10788,12401,3012,3291,7405,7126,1212,1148,9205,9269,Los Angeles,United States,34.0544,-118.244,
574,ICS,FALSE,Charter Communications Inc,telecom,Linux 3.11 - 4.1,93,,,Linux,0,17,0,0,1,1,TRUE,,,,,4236,8133,15715,11818,2538,2152,12566,12952,1931,1180,3966,4717,4065,4000,1832,1897,Greensboro,United States,36.0714,-79.7679,
575,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,26,0,0,1,1,TRUE,,,,,7480,13495,12471,6456,3394,2832,11151,11713,2133,2044,3764,3853,3355,3272,2542,2625,Greensboro,United States,36.1059,-79.8165,
576,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,16,0,0,1,1,TRUE,,,,,5735,9162,6240,2813,2691,2960,5256,4987,3612,3421,2404,2595,1687,1603,318,402,Smithfield,United States,35.4813,-78.3514,
577,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,7862,7767,12089,12184,2285,2578,7410,7117,2168,2069,1853,1952,1827,1107,2171,2891,Durham,United States,36.0355,-78.8391,
578,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,Linux 2.6.29 - 2.6.31,100,,,Linux,0,30,0,0,1,1,TRUE,,,,,11459,13039,8780,7200,6139,4793,5790,7136,7270,8231,4593,3632,8995,10094,3076,1977,,United States,37.751,-97.822,
579,ICS,FALSE,Cox Communications Inc.,telecom,Papouch TME Ethernet thermometer,96,,,ICS,0,26,1,1,1,0,TRUE,,,,,2373,2451,9476,9398,1925,1466,5892,6351,3317,4808,16386,14895,3226,4535,4673,3364,Oklahoma City,United States,35.5154,-97.5276,
580,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,AVtech Room Alert 26W environmental monitor,94,,ics,ICS,0,30,0,0,1,1,TRUE,comcast.net,c-73-148-77-148.hsd1.va.comcast.net,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.",8250,10837,6791,4204,3900,4164,6126,5862,6270,5764,3756,4262,3080,3030,868,918,Winchester,United States,39.1679,-78.1672,
581,other,FALSE,"Comcast Cable Communications, LLC",telecom,DYMO LabelManager Wireless PNP printer,92,,,proprietary,0,26,0,0,1,1,TRUE,,,,,2693,3130,8934,8497,2963,3455,8664,8172,1264,2631,10363,8996,1261,6054,10334,5541,Elmhurst,United States,41.8917,-87.9359,
582,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 2.6.32 - 3.10,92,,,Linux,0,26,0,0,1,1,TRUE,,,,,3897,4698,6103,5302,7468,8548,2227,1147,7070,7661,2625,2034,6062,5157,3938,4843,Hatfield,United States,40.2865,-75.2952,
583,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,26,0,0,0,1,TRUE,comcast.net,75-144-2-69-monroeville.pa.pitt.comcast.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",4228,2859,5772,7141,2586,2031,2414,2969,3489,3419,1511,1581,1202,1076,798,924,Renfrew,United States,40.8103,-79.9788,
584,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,25,0,0,1,1,TRUE,,,,,9232,5624,2295,5903,3376,2750,2622,3248,2054,1825,718,947,2120,2061,652,711,West Dundee,United States,42.1121,-88.3431,
585,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,26,0,0,1,1,TRUE,,,,,6358,5265,3825,4918,6509,5419,3674,4764,4432,4138,5751,6045,4357,6120,5795,4032,,United States,37.751,-97.822,
586,ambiguous,FALSE,Charter Communications,telecom,,,,,unknown,0,26,0,1,1,1,TRUE,,,,,4199,7318,7868,4749,2732,4714,5313,3331,12034,13632,7998,6400,12270,13871,7910,6309,St Louis,United States,38.6657,-90.3231,
587,ICS,FALSE,Static IP Services,telecom,Linux 2.6.32,100,,ics,Linux,1,25,0,0,1,1,TRUE,optonline.net,ool-6038a54a.static.optonline.net,Cablevision Systems Corp.,Static IP Services,2017,4615,12528,9930,1550,2818,3421,2153,2628,2353,2343,2618,3626,3386,1345,1585,Blue Point,United States,40.749,-73.0333,
588,ICS,FALSE,Static IP Services,telecom,,,,ics,unknown,0,25,0,0,1,1,TRUE,optonline.net,ool-6038bac2.static.optonline.net,Cablevision Systems Corp.,Cablevision Systems Corp.,5654,1799,5954,9809,2203,1177,1262,2288,1117,707,6782,7192,494,494,3295,3295,,United States,37.751,-97.822,
589,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,"ics,vpn",unknown,0,30,0,0,1,1,TRUE,comcastbusiness.net,96-81-206-169-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",3358,3688,6337,6007,3348,3677,6347,6018,2230,2599,12874,12505,2813,2721,3084,3176,South Elgin,United States,41.9909,-88.3201,
590,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,OpenBSD 4.0,95,,"ics,self-signed",Unix,1,30,0,0,1,1,TRUE,comcastbusiness.net,96-93-202-213-static.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",1611,2078,8321,7854,2791,2813,7141,7119,3453,5067,6479,4865,3448,5069,4542,2921,Denver,United States,39.7055,-104.9664,
591,ICS,FALSE,Cox Communications Inc.,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,3129,4579,6687,5237,3042,4447,6774,5369,1905,3528,7911,6288,2183,3328,7633,6488,Virginia Beach,United States,36.8463,-76.0979,
592,ICS,FALSE,AT&T Corp.,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,4342,4801,7253,6794,1774,2521,2224,1477,1890,3370,2560,1080,2305,1443,1693,2555,,United States,37.751,-97.822,
593,ICS,FALSE,Charter Communications Inc,telecom,,,,,Unix,0,26,0,0,0,1,TRUE,,,,,2424,4706,12822,10540,2015,1745,4069,4339,1892,1264,4192,4820,3287,2852,2797,3232,Stow,United States,41.1741,-81.4389,
594,ICS,FALSE,AT&T Corp.,telecom,,,,,Unix,0,23,0,0,1,1,TRUE,,,,,2308,3461,7420,6267,5451,5469,4277,4259,3709,2256,6019,7472,3018,4071,6710,5657,San Leandro,United States,37.7083,-122.1282,
595,ICS,FALSE,"Cybera, Inc.",ambiguous,,,,ics,Unix,1,23,0,0,1,1,TRUE,cybera.net,host-64-202-133-141.cybera.net,"Cybera, Inc.","Cybera, Inc.",4495,6390,7132,5237,3482,1941,8145,9686,3952,6072,7675,5555,4127,3936,7500,7691,Covington,United States,33.5968,-83.8602,
596,ICS,FALSE,Charter Communications,telecom,Microsoft Windows Server 2008 or 2008 Beta 3,100,,ics,Windows,0,26,0,0,1,1,TRUE,spectrum.com,071-009-145-026.biz.spectrum.com,Charter Communications,Charter Communications,2796,2859,8798,8735,2786,2864,8808,8730,1976,2785,4042,3233,2560,1946,3337,3951,North Brookfield,United States,42.2691,-72.0826,
597,ICS,FALSE,"MCI Communications Services, Inc. d/b/a Verizon Business",telecom,Linux 2.6.15 - 2.6.26 (likely embedded),100,,ics,Linux,0,26,0,0,1,1,TRUE,verizon.net,static-72-66-82-68.washdc.fios.verizon.net,Verizon Business,Verizon Business,2572,2074,7156,7654,2691,1725,7037,8003,2089,736,7639,8992,5484,3519,9273,11238,Beltsville,United States,39.0504,-76.9055,
598,unknown,FALSE,CERFnet,ambiguous,,,,,unknown,0,27,0,0,1,1,TRUE,,,,,5337,15752,18663,8248,1938,2031,4062,3969,DIESEL,DIESEL,8666,8791,2714,3111,3286,2889,Goodyear,United States,33.4353,-112.3582,
599,ICS,FALSE,Nemont,telecom,Linux 4.9,89,,ics,Linux,0,27,0,0,1,1,TRUE,horizonresources.coop,"vpn.horizonresources.coop,www.vpn.horizonresources.coop",Nemont,Nemont,8066,7165,3978,4879,5869,6558,6175,5486,6030,6066,4007,3971,7507,4626,2530,5411,Williston,United States,48.223,-103.7071,
600,ICS,FALSE,Midcontinent Communications,telecom,,,,,unknown,0,27,0,0,1,1,TRUE,"horizonresources.coop,midco.net","vpn.horizonresources.coop,208-107-125-146-static.midco.net,www.vpn.horizonresources.coop",Midcontinent Communications,Midcontinent Communications,8066,7165,3978,4879,5869,6558,6175,5486,6030,6066,4007,3971,7507,4626,2530,5411,Williston,United States,48.223,-103.7071,
601,ICS,FALSE,CERFnet,ambiguous,,,,ics,unknown,0,23,0,0,1,1,TRUE,,,"AT&T Services, Inc.","AT&T Services, Inc.",12639,9988,5867,8518,2976,1909,5028,6095,3307,2020,4673,5960,2480,2871,5524,5133,Goodyear,United States,33.4353,-112.3582,
602,other,FALSE,"CenturyLink Communications, LLC",telecom,Netopia 3366 ADSL router,96,,ics,proprietary,0,27,0,0,0,1,TRUE,,,"CenturyLink Communications, LLC",Larkin Memorial Corporation,5624,5870,8921,8675,2788,1413,8807,10182,3776,2989,2121,2908,9462,10326,9582,8718,Salt Lake City,United States,40.6704,-111.791,
603,ICS,FALSE,"CenturyLink Communications, LLC",telecom,Linux 2.6.14 - 2.6.30,94,,,Linux,1,25,0,0,0,1,TRUE,,,,,3396,3379,8635,8652,7086,5682,4945,6349,4411,4189,7890,8112,8278,8140,4023,4161,,United States,37.751,-97.822,
604,ambiguous,FALSE,CERFnet,ambiguous,,,,ics,unknown,0,28,0,1,1,1,TRUE,,,"AT&T Services, Inc.","AT&T Services, Inc.",8373,9220,16228,15381,2912,1936,3088,4064,2041,2829,3959,3171,7229,10152,12722,9799,Goodyear,United States,33.4353,-112.3582,
605,ICS,FALSE,Surry Telephone Membership Corporation,telecom,Linux 3.11 - 4.1,100,,,Linux,2,27,0,0,1,1,TRUE,,,,,3140,8418,6676,1398,1615,1520,8201,8296,1383,1289,8433,8527,2236,2927,7580,6889,Mount Airy,United States,36.4617,-80.6191,
606,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,26,0,0,1,1,TRUE,comcastbusiness.net,173-10-24-70-BusName-utah.ut.hfc.comcastbusiness.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC",9878,6074,5163,8967,3916,2381,2405,3940,3252,1874,3069,4447,8348,4870,6693,10171,Lehi,United States,40.3245,-111.9618,
607,ICS,FALSE,Spirit Communications,telecom,Linux 2.6.32,93,,,Linux,3,30,0,0,1,1,TRUE,,,,,1175,3313,8825,6687,2286,1946,5714,6054,3406,3315,6594,6685,2086,2032,3914,3968,Cochran,United States,32.4333,-83.341,
608,ambiguous,FALSE,Charter Communications Inc,telecom,,,,"ics,vpn",unknown,0,28,1,1,1,0,TRUE,rr.com,rrcs-198-24-122-14.central.biz.rr.com,Charter Communications Inc,Charter Communications Inc,4325,4545,3625,3405,1151,1095,1059,1115,904,1846,7046,6104,1032,1031,6918,6919,Cleveland,United States,41.3862,-81.7915,
609,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,,,,,9933,11673,15036,13296,2828,3317,10196,9707,2339,3346,9577,8570,3029,2962,1000,1067,Raleigh,United States,35.9022,-78.6283,
610,other,FALSE,Saskatchewan Telecommunications,telecom,OpenWrt Kamikaze 8.09 (Linux 2.6.25.20),95,,"ics,self-signed",proprietary,2,25,0,0,0,1,TRUE,sasknet.sk.ca,204-83-246-174.nbfr.static.sasknet.sk.ca,Saskatchewan Telecommunications,SaskTel Wide Area Network Engineering Center,6043,12199,13194,7038,22896,26659,7858,4095,13107,11296,12891,14702,7158,29034,59429,37553,Biggar,Canada,52.05,-107.9833,"CVE-2016-20012,CVE-2017-15906,CVE-2015-6563,CVE-2015-5352,CVE-2015-6564,CVE-2016-0777,CVE-2015-5600,CVE-2016-0778,CVE-2014-2532,CVE-2014-1692,CVE-2014-2653,CVE-2020-14145,CVE-2019-6111,CVE-2019-6110,CVE-2016-1908,CVE-2016-10009,CVE-2018-20685,CVE-2010-5107,CVE-2018-15473,CVE-2020-15778,CVE-2016-10708,CVE-2018-15919,CVE-2021-36368,CVE-2016-10011,CVE-2016-10010,CVE-2016-10012,CVE-2019-6109"
611,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,0,27,0,0,0,1,TRUE,spectrum.com,071-015-031-194.biz.spectrum.com,Charter Communications,Charter Communications,1763,1747,2150,2166,2590,2055,5431,5966,5791,4185,2230,3836,5465,3460,2556,4561,Chester,United States,37.3398,-77.4586,
612,ICS,FALSE,Cascade Networks Incorporated,telecom,,,,,unknown,0,27,0,0,1,1,TRUE,,,,,15696,11820,4333,8209,3606,3662,8333,8277,4422,3364,7517,8575,1759,1436,10180,10503,Woodland,United States,45.942,-122.6723,
613,ICS,FALSE,"Broadband VI, LLC",telecom,Linux 2.6.9 - 2.6.27,100,,self-signed,Linux,2,28,0,0,1,1,TRUE,broadband.vi,stx19574.broadband.vi,"Broadband VI, LLC","Broadband VI, LLC",5072,5308,975,739,6414,5081,3738,5071,3118,2667,893,1344,6268,7342,3946,2872,Kingshill,U.S. Virgin Islands,17.7342,-64.7347,"CVE-2015-0204,CVE-2015-4000"
614,ICS,FALSE,Charter Communications,telecom,Papouch TME Ethernet thermometer,93,,ics,ICS,1,26,0,0,0,1,TRUE,spectrum.com,047-049-154-222.biz.spectrum.com,Charter Communications,Charter Communications,4198,5021,5802,4979,4460,5280,5540,4720,3286,3593,1714,1407,1184,1059,3816,3941,Greenville,United States,34.8326,-82.4557,
615,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,27,0,0,0,1,TRUE,,,,,2897,4898,7255,5254,2652,4635,7500,5517,1749,2622,8403,7530,907,907,3104,3104,Dayton,United States,39.7004,-84.2162,
616,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,27,0,0,0,1,TRUE,,,,,6446,10895,13703,9254,1080,7017,19069,13132,294,294,7748,7748,1762,8010,10257,4009,,United States,37.751,-97.822,
617,ambiguous,FALSE,Clearwave Communications,telecom,,,,ics,unknown,0,20,0,1,1,1,TRUE,clearwave.com,157-185-71-150.clearwave.com,Clearwave Communications,Clearwave Communications,3267,9659,11733,5341,2169,2029,2831,2971,1776,1630,3224,3370,1224,1224,3776,3776,"O""Fallon",United States,38.6019,-89.9138,
618,ICS,FALSE,Long Lines Internet,telecom,,,,,unknown,0,27,0,0,1,1,TRUE,,,,,5517,5195,4299,4621,6865,5594,2951,4222,2804,2370,1414,1848,2164,3960,12875,11079,Orange City,United States,43.0262,-96.0869,
619,ICS,FALSE,"Frontier Communications of America, Inc.",telecom,Linux 2.6.32,92,,,Linux,0,30,0,0,1,1,TRUE,,,,,1221,3068,13881,12034,4304,8251,10798,6851,3824,3661,5904,6067,2157,3540,7571,6188,Blanding,United States,37.5521,-109.4821,
620,ICS,FALSE,Windstream Communications LLC,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,windstream.net,h208.209.184.173.static.ip.windstream.net,Windstream Communications LLC,Windstream Communications LLC,8053,12840,11898,7111,4823,3859,6804,7768,3004,3606,4825,4223,2638,2589,1392,1441,St Louis,United States,38.5899,-90.3469,
621,ICS,FALSE,Co-Mo Comm Inc,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,,,,,11711,6050,8340,14001,2322,1898,5659,6083,3626,2099,4532,6059,1959,1911,6022,6070,Pilot Grove,United States,38.8491,-92.9448,
622,ICS,FALSE,"CenturyLink Communications, LLC",telecom,,,,ics,unknown,0,30,0,0,0,1,TRUE,centurytel.net,207-119-96-216.stat.centurytel.net,"CenturyLink Communications, LLC","CenturyLink Communications, LLC",8414,8576,6690,6528,2078,2395,1880,1563,9527,8886,5577,6218,3350,3242,608,716,Wright City,United States,38.8008,-91.0487,
623,ICS,FALSE,SWKO - SouthWest Kansas Online,telecom,,,,,unknown,1,28,0,0,1,1,TRUE,,,,,1910,1304,1098,1704,1890,1282,1118,1726,2901,2675,3232,3458,4597,7105,5555,3047,Perryton,United States,36.2786,-100.7714,
624,ICS,FALSE,ShawneeLink Corporation,telecom,,,,ics,unknown,0,28,0,1,0,1,TRUE,shawneelink.net,host-216.240.87.254.shawneelink.net,ShawneeLink Corporation,ShawneeLink Corporation,5110,4138,4890,5862,1720,1657,2280,2343,1506,1506,494,494,1793,1256,8207,8744,Golconda,United States,37.3613,-88.5421,
625,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,4912,5794,5050,4168,451,451,9511,9511,3652,4176,4410,3886,1067,1334,939,672,Raleigh,United States,35.8181,-78.5636,
626,ICS,FALSE,Optimum Online,telecom,,,,ics,unknown,0,30,0,0,1,1,TRUE,optonline.net,ool-2f170d72.static.optonline.net,Cablevision Systems Corp.,Static IP Services,3917,4771,11186,10332,3921,4776,11182,10327,2768,2342,9104,9530,1439,1216,7091,7314,,United States,37.751,-97.822,
627,ICS,FALSE,Charter Communications,telecom,Linux 3.2 - 3.8,94,,,Linux,0,30,0,0,1,1,TRUE,spectrum.com,064-083-210-130.biz.spectrum.com,Charter Communications,Charter Communications,5280,4928,2741,3093,3903,5649,4118,2372,2590,3039,1500,1051,2216,1640,1838,2414,Saint Joseph,United States,45.6163,-94.2945,
628,ICS,FALSE,TDS TELECOM,telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,11311,9739,8792,10364,2316,2152,7678,7842,283,277,9711,9717,2830,2392,7164,7602,Sartell,United States,45.6393,-94.2237,
629,ICS,FALSE,Charter Communications Inc,telecom,OpenBSD 4.0,89,,ics,Unix,0,25,0,0,0,1,TRUE,rr.com,rrcs-70-63-247-102.midsouth.biz.rr.com,Charter Communications Inc,Charter Communications Inc,7845,8012,7278,7111,3756,3835,1269,1190,GAS,GAS,1802,1546,2133,1845,2892,3180,Sumter,United States,33.8704,-80.4604,
630,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,ics,unknown,0,30,0,0,1,1,TRUE,comcast.net,c-69-244-169-79.hsd1.mi.comcast.net,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.",3958,5920,11176,9214,1659,5121,4451,989,1887,1784,6228,6331,1352,2062,2752,2042,Lansing,United States,42.7826,-84.5846,
631,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,26,0,0,1,1,TRUE,,,,,4767,4543,3233,3457,4851,4629,3149,3371,2432,2144,5568,5856,2221,2057,3779,3943,Raleigh,United States,35.7463,-78.7239,
632,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,,,,,8233,9664,3394,1963,7604,8940,4023,2687,3216,4032,8411,7595,7698,0,3929,0,Fayetteville,United States,35.0552,-78.9114,
633,ICS,FALSE,"Comcast Cable Communications, LLC",telecom,,,,,unknown,0,30,0,0,1,1,TRUE,,,,,1592,2635,6408,5365,2471,7117,7529,2883,1732,2605,6268,5395,1348,1299,8652,8701,Front Royal,United States,38.9226,-78.1337,
634,ICS,FALSE,Charter Communications,telecom,,,,ics,unknown,2,30,0,0,1,1,TRUE,spectrum.com,097-086-072-210.biz.spectrum.com,Charter Communications,Charter Communications,4671,3641,3351,4381,4103,3105,3919,4917,2939,2853,1072,1158,1413,1366,592,639,Grand Rapids,United States,42.9777,-85.711,
635,ICS,FALSE,Service Provider Corporation,telecom,AVtech Room Alert 26W environmental monitor,88,,"ics,self-signed",ICS,1,22,0,0,0,1,TRUE,myvzw.com,188.sub-166-251-232.myvzw.com,Verizon Business,Service Provider Corporation,1986,3619,2897,1264,1776,2494,5729,5011,4243,4202,2977,3018,7102,9070,6596,4628,,United States,37.751,-97.822,
636,ICS,FALSE,Charter Communications Inc,telecom,,,,,unknown,0,30,0,0,0,1,TRUE,rr.com,rrcs-50-74-107-110.nyc.biz.rr.com,Charter Communications Inc,Charter Communications Inc,2296,2344,1754,1706,2503,2557,1547,1493,2290,2233,1760,1817,2895,2650,1155,1400,New York,United States,40.7267,-73.9981,
637,ambiguous,FALSE,"SRT Communications, Inc.",telecom,Linux 2.6.9 - 2.6.27,100,,,Linux,3,30,0,0,0,1,TRUE,,,,,5718,6802,6298,5214,NOLEAD,NOLEAD,0,0,3954,6919,4051,1086,8121,10630,3895,1386,Minot,United States,48.1387,-101.3393,
638,ICS,FALSE,"CenturyLink Communications, LLC",telecom,FreeBSD 6.2-RELEASE,91,,,Unix,0,19,0,0,0,1,TRUE,,,,,5139,6696,4855,3298,2594,2226,5301,5669,2960,2660,5536,5836,2518,5187,7476,4807,Menomonie,United States,44.8471,-92.0009,
639,ICS,FALSE,Midcontinent Communications,telecom,Linux 4.9,92,,ics,Linux,0,21,0,0,0,1,TRUE,midco.net,96-3-20-134-static.midco.net,Midcontinent Communications,Midcontinent Communications,3595,3279,8453,8769,3970,3870,8078,8178,6149,9206,5899,2842,E-85,E-85,0,0,Fargo,United States,46.8543,-96.8284,"CVE-2018-19052,CVE-2015-3200,CVE-2019-11072"
640,other,FALSE,Cox Communications Inc.,telecom,Adtran NetVanta 1224R or 3430 router,100,,ics,proprietary,0,27,0,1,0,1,TRUE,cox.net,wsip-68-107-170-120.br.br.cox.net,Cox Communications Inc.,Cox Communications Inc.,16249,9796,13751,20204,9003,6909,11168,13262,9033,8196,11138,11975,3380,3377,4642,4645,Milton,United States,30.1038,-92.0765,
641,ICS,FALSE,AT&T Corp.,telecom,Linux 4.9,95,,"ics,self-signed",Linux,2,21,0,0,0,1,TRUE,sbcglobal.net,adsl-70-141-96-21.dsl.ksc2mo.sbcglobal.net,"AT&T Services, Inc.","AT&T Services, Inc.",2923,3551,3185,2557,4977,6902,3665,1740,994,1513,5114,4595,3024,2647,2873,3250,,United States,37.751,-97.822,"CVE-2016-20012,CVE-2017-15906,CVE-2016-0777,CVE-2016-0778,CVE-2016-8858,CVE-2020-14145,CVE-2016-1907,CVE-2021-41617,CVE-2019-6111,CVE-2019-6110,CVE-2016-1908,CVE-2016-10009,CVE-2018-20685,CVE-2018-15473,CVE-2020-15778,CVE-2016-10708,CVE-2023-28531,CVE-2018-15919,CVE-2021-36368,CVE-2016-10011,CVE-2016-10010,CVE-2016-10012,CVE-2019-6109"
642,ambiguous,FALSE,"Comcast Cable Communications, LLC",telecom,Linux 2.6.9 - 2.6.27,97,,,Linux,3,30,0,0,0,1,TRUE,,,,,9111,9117,2922,2916,2613,2474,7413,7552,2252,2534,7774,7492,7471,5661,4562,6372,Hanover,United States,39.1758,-76.7298,
643,other,FALSE,Charter Communications Inc,telecom,FreeBSD 6.2-RELEASE,89,SonicWall SonicOS,self-signed,Unix,1,25,0,0,1,1,TRUE,rr.com,rrcs-173-95-2-50.midsouth.biz.rr.com,Charter Communications Inc,Charter Communications Inc,6602,6670,3126,3058,6546,6610,3182,3118,5612,4729,4084,4967,8948,10698,11003,9253,Clemmons,United States,36.0079,-80.3697,
644,ICS,FALSE,"InfoWest, Inc.",telecom,,,,ics,unknown,0,28,0,0,0,1,TRUE,awinetworks.net,208-66-38-249.cdrmtn-dyn.awinetworks.net,InfoWest,InfoWest,6668,5418,3016,4266,634,4735,9050,4949,1827,8084,7857,1600,2251,4114,7433,5570,Hurricane,United States,37.1385,-112.979,
645,ICS,FALSE,Charter Communications,telecom,,,,"ics,vpn",unknown,0,30,0,0,1,1,TRUE,spectrum.com,047-050-083-246.biz.spectrum.com,Charter Communications,Charter Communications,20425,12688,9747,17484,7863,7689,2408,2582,10249,14906,13602,8945,2823,2131,7448,8140,Grand Haven,United States,43.0161,-86.1267,
646,ambiguous,FALSE,"AT&T Services, Inc.",telecom,Linux 3.12 - 4.10,93,,,Linux,3,22,0,0,1,1,TRUE,,,,,4052,5800,6119,4371,4037,5787,6134,4384,2728,2418,7443,7753,9610,9296,10501,10815,,United States,37.751,-97.822,
