ip (hidden）,isHoneypot_new,IsCloud_old,ISP_conclusion,OS_conclusion,OS_old,OS_accuracy,os_Shodan,tags_Shodan,OpenPortNum,hopNum,s7NameOfThePLC,s7PlantIdentification,s7SerialNumberOfModule,s7time5After,s7ResponseTime,IpwhoisNetsDescription,domains_Shodan,hostnames_Shodan,isp_Shodan,org_Shodan,city,country,latitude,longitude,vulns_Shodan,identities
763,ICS,FALSE,telecom,ICS,AVtech Room Alert 26W environmental monitor,85,,"ics,vpn,self-signed",2,27,R51.0 Thies,,S C-D5UF00662013,TRUE,1.471000016,skyDSL customers IT,"skydsl.it,draytek.com","www.draytek.com,37-247-92-214.staticip.skydsl.it",Envia Tel GmbH,skyDSL customers IT,,Germany,51.2993,9.491,CVE-2022-32548,
764,ICS,FALSE,telecom,ICS,OneAccess 1641 router,86,,"ics,vpn,self-signed",4,30,R51.0 Thies,,S C-HNMD37002016,TRUE,1.162,skyDSL customers IT,skydsl.it,37-247-92-55.staticip.skydsl.it,Envia Tel GmbH,skyDSL customers IT,,Germany,51.2993,9.491,,
765,ICS,FALSE,telecom,Windows,Microsoft Windows Server 2012 R2,100,,,0,25,Station SIMATIC 300,,S C-H8LA48352016,TRUE,1.359749973,"organisation : 3S GLOBALNET
contact name: Zegdene Mohamed
organisation: Standard Sharing Software GLOBALNET
phone: +216 70 01 40 72
e-mail: mohamed.zegdene@3s.com.tn
website: http://www.3s.tn/",,,3S INF,ATI - Agence Tunisienne Internet,,Tunisia,34,9,,
766,ICS,FALSE,telecom,Linux,Linux 2.6.24,91,,,2,29,CPU 315-2DP,,S C-B9UG76162011,TRUE,0.613749981,mdex GmbH Dialup Network Public IP,,,,,,Germany,51.2993,9.491,,
767,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,88,,"ics,self-signed",2,20,ET_200_K5,,S C-D7W248202013,TRUE,,"Polkomtel sp. z o.o.
Warszawa",plus.pl,apn-46-77-65-157.static.gprs.plus.pl,Polkomtel Sp. z o.o.,Polkomtel sp. z o.o.,Gmina Błaszki,Poland,51.6529,18.4363,"CVE-2014-2324,CVE-2014-2323,CVE-2013-4560,CVE-2013-4559,CVE-2015-3200,CVE-2019-11072,CVE-2013-4508,CVE-2012-5533,CVE-2018-19052",
768,other,FALSE,telecom,proprietary,ISS Proventia GX3002 firewall (Linux 2.4.18),98,,"ics,self-signed",0,28,ET_200_K2,,S C-D7W257372013,TRUE,,"Polkomtel sp. z o.o.
Warszawa",plus.pl,apn-46-77-65-155.static.gprs.plus.pl,Polkomtel Sp. z o.o.,Polkomtel sp. z o.o.,Gmina Błaszki,Poland,51.6529,18.4363,"CVE-2014-2324,CVE-2014-2323,CVE-2013-4560,CVE-2013-4559,CVE-2015-3200,CVE-2019-11072,CVE-2013-4508,CVE-2012-5533,CVE-2018-19052",
769,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,95,,ics,2,29,S7300/ET200 station_1,,S Q-DOU052122013,TRUE,0.448999941,Eole Venoy Beine,,,ADISTA SAS,Eole Venoy Beine,Carcassonne,France,43.2135,2.3516,,
770,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,94,,ics,2,25,S7300/ET200 station_1,,S Q-DOU089802013,TRUE,0.450749993,Eole Venoy Beine,,,ADISTA SAS,Eole Venoy Beine,Carcassonne,France,43.2135,2.3516,,
771,unknown,FALSE,telecom,Linux,Linux 3.2 - 3.8,100,,vpn,0,22,SIMATIC 300(1),,S Q-ENU077662014,TRUE,0.444999993,"RCS & RDS Business
City: Mioveni",rdsnet.ro,static-5-2-235-14.rdsnet.ro,RCS & RDS SA,RCS & RDS Business,Bucharest,Romania,44.4333,26.1,,
772,unknown,FALSE,telecom,Linux,Linux 3.11 - 4.1,100,,starttls,1,23,SIMATIC 300(1),,S C-CNVR11652012,TRUE,0.408250034,Ingenieurbuero Roth GmbH & Co.KG,roth-steuerungstechnik.com,"mail.roth-steuerungstechnik.com,owa.roth-steuerungstechnik.com,roth-steuerungstechnik.com,autodiscover.roth-steuerungstechnik.com",Deutsche Telekom AG,Ingenieurbuero Roth GmbH & Co.KG,,Germany,51.2993,9.491,,
773,other,FALSE,unknown,proprietary,D-Link DI-604 wireless broadband router,89,,,0,27,SIMATIC 300(1),,S C-B3WS85662011,TRUE,0.896000028,"ARSOPI THERMAL EQUIPAMENTOS TERMICOS SA
ZN. INDUSTRIAL CODAL, 10
3730-135 CODAL",arsopi-thermal.pt,mail.arsopi-thermal.pt,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,ARSOPI THERMAL EQUIPAMENTOS TERMICOS SA,,Portugal,38.7139,-9.1394,,
774,ICS,FALSE,telecom,Linux,Linux 2.6.9 - 2.6.27,97,Linux,"ics,vpn",3,20,ST6_ MCL_LKP,,S C-J6S341902017,TRUE,0.554250062,"Ukrainian Mobile Communications
Kyiv, 15 Leiptsigska str.",globino.ua,globino.ua,PrJSC VF UKRAINE,Ukrainian Mobile Communications,,Ukraine,50.45,30.5233,,
775,other,FALSE,telecom,proprietary,Adtran NetVanta 1224R or 3430 router,89,Windows,,1,30,CENTER,,S C-VNB412332007,TRUE,0.409749985,"Multiprotocol Service Provider to other ISP's and End Users
located in Greece and having nodes in 63 cities",otenet.gr,dimasyr3.static.otenet.gr,Ote SA (Hellenic Telecommunications Organisation),Ote SA (Hellenic Telecommunications Organisation),Athens,Greece,37.9833,23.7333,,
776,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,91,,vpn,0,30,Upload RF (Filtry) N.11,,S C-FOEX42422015,TRUE,0.490750015,"static IP
WEGORZYNKO
POLAND",,,Orange Polska Spolka Akcyjna,Orange Polska Spolka Akcyjna,,Poland,52.2394,21.0362,,
777,unknown,FALSE,unknown,Linux,Linux 3.2 - 3.8,100,,,0,27,Peletki,,S C-KOST56932018,TRUE,0.413249969,"static IP
GNIEZNO
POLAND",,,,,,Poland,52.2394,21.0362,,
778,other,FALSE,telecom,proprietary,Apple AirPort Extreme WAP,91,,ics,1,23,SIMATIC 300(1),,S C-H9AU98302016,TRUE,0.624750078,LNAUB658 Aubervilliers Bloc 2,wanadoo.fr,laubervilliers-658-1-64-46.w80-11.abo.wanadoo.fr,Orange S.A.,Orange S.A.,,France,48.8582,2.3387,,
779,other,FALSE,telecom,proprietary,Western Digital MyBook World Edition 2 NAS device (Linux 2.6.17.14),92,,ics,2,22,,,29694,TRUE,1.194500029,Arpitel,,,IRIDEOS S.P.A.,Arpitel,Atella,Italy,40.8785,15.6523,"CVE-2013-2110,CVE-2016-4539,CVE-2018-10549,CVE-2018-10548,CVE-2008-2939,CVE-2008-5658,CVE-2018-10545,CVE-2018-10547,CVE-2018-10546,CVE-2017-7272,CVE-2017-9798,CVE-2015-0231,CVE-2015-0232,CVE-2008-5557,CVE-2015-3183,CVE-2008-5498,CVE-2011-2202,CVE-2012-1172,CVE-2022-28330,CVE-2013-4248,CVE-2010-1861,CVE-2010-1860,CVE-2010-1862,CVE-2016-7418,CVE-2010-1864,CVE-2016-7414,CVE-2010-1868,CVE-2014-2497,CVE-2016-7417,CVE-2016-7411,CVE-2008-0599,CVE-2016-7413,CVE-2011-1468,CVE-2011-1469,CVE-2011-0421,CVE-2012-2688,CVE-2009-3294,CVE-2011-1466,CVE-2011-1467,CVE-2011-1464,CVE-2009-3291,CVE-2011-3182,CVE-2010-2097,CVE-2008-3659,CVE-2008-3658,CVE-2010-2093,CVE-2016-5770,CVE-2015-4642,CVE-2015-8935,CVE-2018-20783,CVE-2015-4147,CVE-2009-3555,CVE-2012-0057,CVE-2015-8838,CVE-2006-7243,CVE-2016-4070,CVE-2009-3558,CVE-2013-6712,CVE-2021-44790,CVE-2009-2626,CVE-2010-1130,CVE-2012-1823,CVE-2007-6388,CVE-2019-9637,CVE-2014-0231,CVE-2013-1824,CVE-2013-6501,CVE-2007-4850,CVE-2010-3710,CVE-2014-2270,CVE-2013-6420,CVE-2014-3487,CVE-2022-22719,CVE-2016-6174,CVE-2010-0010,CVE-2011-1148,CVE-2022-31628,CVE-2022-31629,CVE-2011-4317,CVE-2015-2783,CVE-2016-9137,CVE-2016-7412,CVE-2015-2787,CVE-2021-34798,CVE-2015-6831,CVE-2015-6832,CVE-2015-6833,CVE-2015-6834,CVE-2015-6835,CVE-2010-2484,CVE-2004-0174,CVE-2015-6838,CVE-2012-0789,CVE-2016-5772,CVE-2016-9935,CVE-2018-19396,CVE-2017-11143,CVE-2017-11142,CVE-2017-11145,CVE-2017-11144,CVE-2012-2143,CVE-2010-3870,CVE-2012-1171,CVE-2014-0207,CVE-2012-0831,CVE-2018-17082,CVE-2019-9639,CVE-2010-3709,CVE-2010-4409,CVE-2022-31813,CVE-2016-1903,CVE-2011-1939,CVE-2013-1635,CVE-2010-1917,CVE-2018-14883,CVE-2006-20001,CVE-2010-2531,CVE-2015-4601,CVE-2015-4600,CVE-2015-4603,CVE-2015-4602,CVE-2015-4605,CVE-2011-1153,CVE-2016-5114,CVE-2015-4604,CVE-2018-19520,CVE-2011-3267,CVE-2014-3597,CVE-2012-3450,CVE-2008-5624,CVE-2014-4670,CVE-2004-0942,CVE-2012-2311,CVE-2014-0237,CVE-2014-0236,CVE-2016-5096,CVE-2014-2020,CVE-2016-5094,CVE-2016-5095,CVE-2010-4645,CVE-2016-4542,CVE-2016-4541,CVE-2016-4540,CVE-2017-7963,CVE-2014-3515,CVE-2014-0238,CVE-2016-5399,CVE-2019-9023,CVE-2019-9020,CVE-2019-9021,CVE-2019-9024,CVE-2009-1195,CVE-2013-1643,CVE-2010-2101,CVE-2016-7416,CVE-2021-39275,CVE-2016-6291,CVE-2016-6290,CVE-2016-6292,CVE-2008-3660,CVE-2016-6294,CVE-2016-6297,CVE-2016-6296,CVE-2016-3141,CVE-2010-2225,CVE-2014-3587,CVE-2016-7131,CVE-2015-1351,CVE-2015-1352,CVE-2022-22720,CVE-2015-4116,CVE-2011-1398,CVE-2014-9705,CVE-2016-3185,CVE-2016-10712,CVE-2008-1384,CVE-2011-3368,CVE-2015-5589,CVE-2014-8626,CVE-2015-0273,CVE-2018-7584,CVE-2016-10397,CVE-2008-5625,CVE-2014-3669,CVE-2014-3668,CVE-2016-9138,CVE-2016-10161,CVE-2015-3412,CVE-2009-4143,CVE-2022-22721,CVE-2013-4635,CVE-2011-0708,CVE-2016-5768,CVE-2010-4697,CVE-2009-1271,CVE-2014-9652,CVE-2015-8865,CVE-2016-5769,CVE-2010-4657,CVE-2015-3307,CVE-2014-3981,CVE-2017-9226,CVE-2022-29404,CVE-2015-4599,CVE-2021-40438,CVE-2018-14851,CVE-2015-5590,CVE-2007-1581,CVE-2016-5093,CVE-2013-5697,CVE-2016-6288,CVE-2016-7130,CVE-2014-3478,CVE-2015-8873,CVE-2015-8835,CVE-2011-1092,CVE-2008-2371,CVE-2015-8877,CVE-2015-8874,CVE-2013-7327,CVE-2016-3142,CVE-2010-1915,CVE-2015-4643,CVE-2015-8879,CVE-2015-4598,CVE-2007-6750,CVE-2010-1914,CVE-2015-4021,CVE-2015-4022,CVE-2015-4025,CVE-2015-4024,CVE-2011-0755,CVE-2015-4026,CVE-2014-9425,CVE-2010-4699,CVE-2014-9427,CVE-2014-9426,CVE-2016-10158,CVE-2016-10159,CVE-2014-3670,CVE-2015-8994,CVE-2015-0228,CVE-2016-4543,CVE-2019-9641,CVE-2017-9224,CVE-2016-6295,CVE-2008-4107,CVE-2022-28614,CVE-2018-15132,CVE-2014-3480,CVE-2016-7124,CVE-2016-7125,CVE-2010-3065,CVE-2016-7127,CVE-2016-7478,CVE-2015-6836,CVE-2009-3293,CVE-2011-0753,CVE-2011-0752,CVE-2015-6837,CVE-2016-7128,CVE-2016-7129,CVE-2011-4885,CVE-2011-0754,CVE-2010-3436,CVE-2016-5771,CVE-2016-2554,CVE-2007-5000,CVE-2017-11628,CVE-2019-9638,CVE-2017-12933,CVE-2010-2191,CVE-2010-2190,CVE-2016-5773,CVE-2011-3268,CVE-2009-3292,CVE-2008-2050,CVE-2008-2051,CVE-2015-2331,CVE-2009-3557,CVE-2016-4537,CVE-2012-3365,CVE-2012-2336,CVE-2016-4538,CVE-2010-2100,CVE-2011-2483,CVE-2016-7126,CVE-2009-5016,CVE-2009-4142,CVE-2015-3329,CVE-2015-4148,CVE-2009-4018,CVE-2016-7132,CVE-2010-1128,CVE-2010-1129,CVE-2022-37436,CVE-2008-2666,CVE-2014-9912,CVE-2012-0788,CVE-2015-3411,CVE-2016-6289,CVE-2015-2348,CVE-2011-4718,CVE-2016-9934,CVE-2014-9767,CVE-2018-19395,CVE-2009-1272,CVE-2015-4644,CVE-2009-2687,CVE-2014-9653,CVE-2008-2829,CVE-2012-2386,CVE-2016-4343,CVE-2016-4342,CVE-2012-2376,CVE-2004-2343,CVE-2008-5814,CVE-2016-8612,CVE-2015-7803,CVE-2015-7804,CVE-2018-1301,CVE-2017-9788,CVE-2014-5459,CVE-2018-1302,CVE-2017-7890,CVE-2022-30556,CVE-2009-4418,CVE-2018-1303,CVE-2015-3330,CVE-2017-16642,CVE-2011-1471,CVE-2011-1470,CVE-2014-3479,CVE-2015-9253,CVE-2022-28615,CVE-2008-7002,CVE-2014-8142",
780,other,FALSE,telecom,proprietary,HP LaserJet 2840 printer,94,,,2,18,S7300/ET200 station_1,,S Q-D9U065942013,TRUE,0.412499964,LNNLY657 Neuilly Bloc 2,,,,,Saint-Sauveur-de-Montagut,France,44.8214,4.5799,,
781,other,FALSE,telecom,proprietary,DYMO LabelManager Wireless PNP printer,91,,ics,0,23,S7_Turbine,,S Q-DDU062302013,TRUE,0.528000057,"Gebrueder Haider, Bauunternehmung Gesellschaft m.b.H.
Sankt Gallen
8933 Sankt Gallen",,,A1 Telekom Austria AG,"Gebrueder Haider, Bauunternehmung Gesellschaft m.b.H.",,Austria,48.2,16.3667,,
782,other,FALSE,telecom,proprietary,Fortinet FortiGate 1500D firewall,98,,ics,0,22,,,S C-X6VH62302009,TRUE,1.324250042,LNSTL656 St Lambert Bloc 1,wanadoo.fr,laubervilliers-657-1-56-151.w80-14.abo.wanadoo.fr,Orange S.A.,LNAUB657 Aubervilliers,,France,48.8582,2.3387,,
783,ICS,FALSE,telecom,Linux,Linux 3.6,88,,"ics,self-signed",1,25,SPS Maschinentechnik Egg,,S C-H4C115522016,TRUE,0.421000004,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p5093d37d.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,,Germany,51.2993,9.491,,
784,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,85,,self-signed,1,24,SIMATIC 300 Ellar,,S C-D2V106402013,TRUE,0.606999993,"Deutsche Telekom AG
T-DSL Business static dial-up","myfritz.net,fritz.box,t-ipconnect.de,myfritz.box","fritz.box,mtd0lio8k7ylmhby.myfritz.net,myfritz.box,www.myfritz.box,www.fritz.box,p50932414.dip0.t-ipconnect.de",Deutsche Telekom AG,Deutsche Telekom AG,Hamburg,Germany,53.593,9.9397,,
785,unknown,FALSE,telecom,Linux,Linux 3.6,88,,self-signed,2,24,Wehr Gnevsdorf FWK,,S C-J9MA40342017,TRUE,0.474249959,"Deutsche Telekom AG
T-DSL Business static dial-up",,,Deutsche Telekom AG,Deutsche Telekom AG,,Germany,51.2993,9.491,,
786,other,FALSE,telecom,proprietary,Grandstream GXV3275 video phone,89,,ics,0,26,HB Ettenberg,,S C-H5BF55942016,TRUE,0.452250004,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p5099d203.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Hemsbach,Germany,49.5907,8.6478,,
787,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,87,,self-signed,2,25,6768_Altivole,,S C-C4T874472012,TRUE,,CONSORZIO DI BONIFICA PEDEMONTANO BRENTELLA DI PEDEROBBA,"telecomitalia.it,draytek.com","host-80-18-92-2.business.telecomitalia.it,www.draytek.com",Telecom Italia S.p.A.,CONSORZIO DI BONIFICA PEDEMONTANO BRENTELLA DI PEDEROBBA,Jesolo,Italy,45.5394,12.6494,CVE-2022-32548,
788,other,FALSE,telecom,proprietary,Apple AirPort Extreme WAP,91,,,1,27,Equipo SIMATIC 300,,S C-D5UP47822013,TRUE,0.459749997,Red de servicios IP,rima-tde.net,173.red-80-28-126.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,TELEFONICA DE ESPANA S.A.U.,Jerez de la Frontera,Spain,36.6865,-6.1361,,
789,other,FALSE,telecom,proprietary,OpenWrt White Russian 0.9 (Linux 2.4.30),90,,,2,22,PLC,,S C-A5V201072010,TRUE,0.428499937,"NGI Spa
xDsl static single ip address",eolo.it,81-174-1-15.static.eolo.it,EOLO S.p.A.,NGI Spa,Gorno,Italy,45.8625,9.8416,,
790,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,,0,27,AEB,,S C-C1V810532012,TRUE,0.42900002,Infoline DSL pool (site 2),,,,,Tolyatti,Russia,53.5303,49.3461,,
791,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,,0,20,SIMATIC 300-Station,,S C-D1T261962013,TRUE,0.430750012,Infoline DSL pool (site 2),,,,,Tolyatti,Russia,53.5303,49.3461,,
792,ICS,FALSE,telecom,Linux,Linux 2.6.17,88,,ics,0,22,IMPIANTO,,S C-W7UD74112008,TRUE,0.439499974,CPE UTENTI,,,Comeser S.r.l.,Comeser S.r.l.,Colorno,Italy,44.6338,9.9599,,
793,other,FALSE,telecom,proprietary,Efficient Networks SpeedStream 4100 ADSL router,97,,ics,5,26,SIMATIC 300,,S C-B3TB11292011,TRUE,1.882499993,LNNAN156 Nantes,wanadoo.fr,lmontsouris-657-1-115-100.w82-127.abo.wanadoo.fr,Orange S.A.,LNAUB657 Aubervilliers,,France,48.8582,2.3387,,
794,unknown,FALSE,telecom,Windows,Microsoft Windows CE 6.0,99,,,2,30,Station ET 200S_1,,S C-KNLC04462018,TRUE,0.88349998,LNPUT656 Puteaux Bloc 1,,,,,,France,48.8582,2.3387,,
795,other,FALSE,telecom,proprietary,Efficient Networks SpeedStream 4100 ADSL router,97,,,0,22,n_pod2,,S C-H4ED71762016,TRUE,0.627499938,"RCS & RDS Business
City: Oradea",,,,,Oradea,Romania,47.0458,21.9183,,
796,other,FALSE,telecom,proprietary,Efficient Networks SpeedStream 4100 ADSL router,97,,,0,23,n_pod5,,S C-H4ED67982016,TRUE,0.420249999,"RCS & RDS Business
City: Oradea",,,,,Oradea,Romania,47.0458,21.9183,,
797,other,FALSE,telecom,proprietary,"D-Link DWL-624+ or DWL-2000AP, or TRENDnet TEW-432BRP WAP",90,,self-signed,1,23,PLC1_ZH,,S C-F8DT22212015,TRUE,0.636249959,"static IP
MIELNO
POLAND",draytek.com,www.draytek.com,Orange Polska Spolka Akcyjna,Orange Polska Spolka Akcyjna,,Poland,52.2394,21.0362,,
798,ICS,FALSE,telecom,ICS,CipherLab 5100 time and attendance terminal,96,,"ics,self-signed",3,23,SIMATIC_300_SG,,S C-D1U007992013,TRUE,0.469000041,BRAS user pool,t-mobile.pl,83.220.121.132.umts.static.t-mobile.pl,T-Mobile Polska S.A.,T-Mobile Polska S.A.,Sroda Wielkopolska,Poland,52.2304,17.2746,"CVE-2014-2324,CVE-2014-2323,CVE-2013-4560,CVE-2013-4559,CVE-2015-3200,CVE-2019-11072,CVE-2013-4508,CVE-2012-5533,CVE-2018-19052",
799,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,88,,ics,1,27,SIMATIC 300(1),,S Q-F6U058962015,TRUE,0.603999972,"Telefonica de Espana SAU
Red de servicios IP
Spain",rima-tde.net,19.red-83-56-45.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,Telefonica de Espana SAU,Toledo,Spain,39.8581,-4.0226,,
800,other,FALSE,telecom,proprietary,Apple AirPort Extreme WAP,91,,,1,25,SIMATIC 300(1),,S C-X9VN37682009,TRUE,1.505749941,"Telefonica de Espana SAU
Red de servicios IP
Spain",,,,,Valencia,Spain,39.4667,-0.3667,,
801,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,,0,24,S7300/ET200M station_1,,S C-AOTV59172010,TRUE,0.398500025,Telenet Operaties N.V.,,,,,Bree,Belgium,51.1333,5.6,,
802,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,88,,ics,0,23,SPS1,,S C-BNU772722011,TRUE,0.43175,"Deutsche Telekom AG
T-DSL Business static dial-up",t-ipconnect.de,p578a76a2.dip0.t-ipconnect.de,Deutsche Telekom AG,Deutsche Telekom AG,Berlin,Germany,52.5213,13.4096,,
803,unknown,FALSE,telecom,Linux,Linux 3.6,88,,,1,23,HB Kappelberg,,S C-F8EF58032015,TRUE,0.435750008,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Taufkirchen,Germany,48.3374,12.1974,,
804,unknown,FALSE,telecom,Linux,Linux 2.6.32,87,,,1,30,CPU315,,S C-JOP958922017,TRUE,0.493500054,"Deutsche Telekom AG
T-DSL Business static dial-up",,,,,Hagen,Germany,51.3987,7.4901,,
805,other,FALSE,telecom,proprietary,HP Integrated Lights-Out 2,86,,vpn,1,27,Bier,,S C-A7T401082010,TRUE,0.45450002,"Flecks Brauhaus Technik GmbH
Laufnitzdorf
8130 Laufnitzdorf",,,A1 Telekom Austria AG,Flecks Brauhaus Technik GmbH,Traboch,Austria,47.3667,14.9833,,
806,other,FALSE,telecom,proprietary,Axceint Uptiva backup appliance,89,,,0,26,SIMATIC 300(1),,S C-AOUE61442010,TRUE,0.629499972,"NGI Spa
Single Static IPs",eolo.it,88-149-155-196.static.eolo.it,EOLO S.p.A.,NGI Spa,Desenzano del Garda,Italy,45.4713,10.5356,,
807,ICS,FALSE,telecom,Linux,Linux 2.6.32 - 2.6.33,97,,"ics,vpn",2,30,Stazione SIMATIC 300,,S C-C4T390412012,TRUE,0.422250092,"Stargum Zaklad Przemyslu Gumowego Jan Stankiewicz
Kostrzyn nad Odra",tktelekom.pl,88-199-40-203.tktelekom.pl,TK Telekom sp. z o.o.,Stargum Zaklad Przemyslu Gumowego Jan Stankiewicz,,Poland,52.2394,21.0362,,
808,ICS,FALSE,telecom,Linux,Linux 2.6.32 - 2.6.33,97,,"ics,vpn",2,21,S7300/ET200M station_1,,S C-V4K040442007,TRUE,0.421749949,"Stargum Zaklad Przemyslu Gumowego Jan Stankiewicz
Kostrzyn nad Odra",tktelekom.pl,88-199-40-204.tktelekom.pl,TK Telekom sp. z o.o.,Stargum Zaklad Przemyslu Gumowego Jan Stankiewicz,,Poland,52.2394,21.0362,,
809,other,FALSE,telecom,proprietary,ZyXEL Prestige 660HW-61 ADSL router (ZyNOS 3.40),86,,ics,1,24,San Inocencio,,S C-W8V525362008,TRUE,0.467499971,"Telefonica de Espana SAU
Red de servicios IP
Spain",rima-tde.net,111.red-88-2-1.staticip.rima-tde.net,TELEFONICA DE ESPANA S.A.U.,Telefonica de Espana SAU,Nava,Spain,43.3581,-5.5106,,
810,other,FALSE,telecom,proprietary,Linksys BEFSR41 EtherFast router,88,,,1,24,AFRIBA_A_V27,,S C-D9VJ18712013,TRUE,,"Telefonica de Espana SAU
Red de servicios IP
Spain",,,,,Madrid,Spain,40.4167,-3.6838,,
811,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,91,,,0,29,ET 200S station_1,,S C-D4VT91952013,TRUE,0.601000011,"KPN Mobile The Netherlands B.V.
Mobiel.NET/Internet Everywhere",,,,,Haarlem,Netherlands,52.3613,4.6464,,
812,other,FALSE,telecom,proprietary,Motorola 2210-02 ADSL modem,89,,,1,29,SIMATIC 300,,S C-B7UK33622011,TRUE,0.429499924,OBS Customer,,,,,,France,48.8582,2.3387,,
813,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,,0,20,SIMATIC 300,,S C-C2TW60412012,TRUE,0.457750022,"Sennerei Sibratsgfaell
Dorf
6952 Sibratsgfaell",,,A1 Telekom Austria AG,A1 Telekom Austria AG - Business Customer,Dornbirn,Austria,47.4143,9.742,,
814,ICS,FALSE,unknown,ICS,Siemens Simatic TDC control system,91,,,2,25,HMS,,S C-CDUP81682012,TRUE,0.648000002,Retel Jsc.,,,,,Pirdop,Bulgaria,42.7,24.1833,,
815,other,FALSE,telecom,proprietary,Linksys WGA54G WAP,100,,ics,0,24,SIMATIC 300(1),,S C-H1E287112016,TRUE,,"Infrastructure for Fastwebs main location
IP addresses for Enterprise Customer, public subnet",fastwebnet.it,93-46-196-24.ip109.fastwebnet.it,Fastweb SpA,Fastweb SpA,Gallarate,Italy,45.6602,8.7916,,
816,other,FALSE,unknown,proprietary,HP LaserJet 2840 printer,98,,,1,27,SIMATIC 300(1),,S C-H1BC50462016,TRUE,0.455750048,Customer VSM POP Moelln-Werkhof,,,,,Moelln,Germany,53.617,10.6874,,
817,other,FALSE,telecom,proprietary,HP LaserJet M1522nf printer,95,,,0,30,S7300/ET200 station_1,,S Q-E8U054152014,TRUE,0.441249967,OBS Customer,,,Orange S.A.,Orange S.A.,Ailly-sur-Somme,France,49.9289,2.1961,,
818,other,FALSE,telecom,proprietary,HP LaserJet M1522nf printer,95,,,2,27,S7300/ET200 station_1,,S Q-E8U054102014,TRUE,0.423999965,OBS Customer,,,,,Ailly-sur-Somme,France,49.9289,2.1961,,
819,other,FALSE,telecom,proprietary,Brother MFC-J6510DW printer,93,,"ics,self-signed",2,20,SIMATIC 300(1),,S C-C3W660082012,TRUE,0.464250028,IP per xDSL GBE,"draytek.com,kpnqwest.it","227.18.141.94.cust.ip.kpnqwest.it,www.draytek.com",IRIDEOS S.P.A.,IRIDEOS S.P.A.,Trento,Italy,46.0667,11.1333,,
820,other,FALSE,telecom,proprietary,3Com 7760 WAP,100,,,0,23,,,,TRUE,0.415000021,"Multiprotocol Service Provider to other ISP's and End Users
located in Greece and having nodes in 63 cities",,,,,Athens,Greece,37.9833,23.7333,,
821,ICS,FALSE,telecom,Unix,OpenBSD 4.0,85,,ics,1,30,S7300/ET200M station_1,,S C-ENUK40702014,TRUE,0.919250011,"Centro Servizi NBO Milano
Telecom Italia SPA
Provider Local Registry",telecomitalia.it,host-94-85-246-46.business.telecomitalia.it,Telecom Italia S.p.A.,Centro Servizi NBO Milano,Verona,Italy,45.4327,10.8399,,
822,honeypot,FALSE,telecom,Windows,Microsoft Windows 8.1 R1,88,,"ics,starttls",4,26,SIMATIC IM151-8 Paster,,S C-JDMA70612017,TRUE,0.55250001,"LEVICKE MLIEKARNE a.s.
Jurska cesta 2 , 93401, Levice",levmilk.sk,mail.levmilk.sk,"SWAN, a.s.",LEVICKE MLIEKARNE a.s.,Svatoplukovo,Slovakia,48.2282,18.0558,,
823,ICS,FALSE,telecom,Linux,Linux 3.2 - 3.8,94,,ics,1,23,S7-300 station_1,,S C-C2U822952012,TRUE,0.889749944,BIOETANOL RIO CUARTO S A,telecom.net.ar,host122.181-10-244.telecom.net.ar,Telecom Argentina S.A.,BIOETANOL RIO CUARTO S A,Dock Sud,Argentina,-34.6033,-58.3816,CVE-2014-4078,
824,ICS,FALSE,telecom,Linux,Linux 2.6.32,91,,ics,1,27,SIMATIC 300(1),,S C-BNW198292011,TRUE,0.417250037,Infra ENTREPRISE,sfr.net,200.180.1.109.rev.sfr.net,Societe Francaise Du Radiotelephone - SFR SA,Infra ENTREPRISE,Wavrin,France,50.5739,2.9363,"CVE-2014-2324,CVE-2014-2323,CVE-2013-4560,CVE-2013-4559,CVE-2015-3200,CVE-2019-11072,CVE-2013-4508,CVE-2011-4362,CVE-2018-19052,CVE-2013-1427",
